content,score,at,sentiment,processed_content,review_length
bagus dan mantap,5,2024-11-15 09:18:55,positive,bagu mantap,16
Status pesanan sedang menunggu konfirmasi penjual. Meskipun sudah lewat satu jam harusnya bisa dibatalkan instan. Agak susah tokped ini soal pengembalian instan,3,2024-11-15 09:08:43,neutral,statu pesanan menunggu konfirmasi penjual jam dibatalkan instan susah tokp pengembalian instan,160
good,5,2024-11-15 09:08:42,positive,good,4
"Aplikasi nya cukup bagus,tapi lebih banyak in voucher nya.",5,2024-11-15 09:07:34,positive,aplikasi nya bagustapi in voucher nya,58
mantul,5,2024-11-15 09:07:21,positive,mantul,6
"Tolol pengiriman nya lama terus, bangke lu!",1,2024-11-15 08:31:01,negative,tolol pengiriman nya bangk lu,43
Aplikasi yang sanga berguna selama beli di aplikasi ini gak pernah nerima barang yang tidak sesuai selalu memuaskan dengan harga yang sangat murah dan banyak banget diskonnya gak main-main 👍👍👍👍👍,5,2024-11-15 08:24:41,positive,aplikasi sanga berguna beli aplikasi gak nerima barang sesuai memuaskan harga murah banget diskonnya gak mainmain 👍👍👍👍👍,194
"MEMPERSULIT PENJUAL ,MANGHILANGKAN FITUR GANTI RESI",1,2024-11-15 08:20:27,negative,mempersulit penjual manghilangkan fitur ganti resi,51
terbaik,5,2024-11-15 08:19:58,positive,terbaik,7
good,5,2024-11-15 08:10:19,positive,good,4
Skrng aplikasi Tokopedia update trus sih pdhl blm lama sy update eeh update lgi jdi hrs hapus2in dlu deh baru bisa update,3,2024-11-15 07:59:09,neutral,skrng aplikasi tokopedia updat tru sih pdhl blm sy updat eeh updat lgi jdi hr hapusin dlu deh updat,121
banyak diskon,4,2024-11-15 07:58:30,positive,diskon,13
teguran2 kntl. penjual ga tegas tokped lebih ga tgas. sampah,1,2024-11-15 07:57:52,negative,teguran kntl penjual ga tokp ga tga sampah,60
Terbaik 😘😘😘😘,5,2024-11-15 07:51:18,positive,terbaik 😘😘😘😘,12
bagus,5,2024-11-15 07:44:24,positive,bagu,5
"Aneh hanya di aplikasi ini komplain sampe 2bulan,dan komplain ke penjual sudah habis waktu dan tanggal sudah lewat dari batas yang ditentukan tokopedia dana pengembalian brlum masuk,ini aplikasi kalau untuk belanja ribet,gk kaya shope,lazada,ataupun bli bli,sangat jelek untuk penanganan komplain nya",1,2024-11-15 07:33:02,negative,aneh aplikasi komplain samp bulandan komplain penjual habi tanggal bata ditentukan tokopedia dana pengembalian brlum masukini aplikasi belanja ribetgk kaya shopelazadaataupun bli blisangat jelek penanganan komplain nya,300
👌babget,5,2024-11-15 07:28:03,positive,👌babget,7
"GA BANGET DEH PAKE APK INI, PENJUAL NYA PADA BERBOHONG APA LAGI TOKO (JURAGANPARFUM) ...PAS 11.11 DIA BUKA HARGA MURAH SAYA CO LAH EH DI NANTI NANTI SAMPAI AKHIRNYA DI BATAL KAN ,NYESEL BANGET..TIDAK PUAS LAH",1,2024-11-15 07:24:19,negative,ga banget deh pake apk penjual nya berbohong toko juraganparfum pa buka harga murah co eh batal nyesel bangettidak pua,208
Semoga lancar selalu Ditempat kami lagi susah signal,4,2024-11-15 07:08:02,positive,semoga lancar ditempat susah signal,52
bagus,5,2024-11-15 06:44:47,positive,bagu,5
Penyelesaian kasus nya lama dana saya belum juga dikembalikan kecewa lah sama Tokopedia,1,2024-11-15 06:35:37,negative,penyelesaian nya dana dikembalikan kecewa tokopedia,87
"maakin tidak nyaman, setiap di updatte gagal mulu, pqdahal jaringan bagus,ruang penyimpanan masih banyak, dah restart bbrpa kali ttep aja bahkan install ulanng. 1GB",1,2024-11-15 06:21:31,negative,maakin nyaman updatt gagal mulu pqdahal jaringan bagusruang penyimpanan dah restart bbrpa kali ttep aja instal ulanng gb,164
oke,4,2024-11-15 06:17:32,positive,oke,3
Membuat kehidupan lebih mudah dan indah,5,2024-11-15 06:15:48,positive,kehidupan mudah indah,39
ok,5,2024-11-15 06:08:12,positive,ok,2
Good 👍 e-commerce yang jarang ada penipuan dan promo bukan maen maen 😍😘,5,2024-11-15 06:04:15,positive,good 👍 ecommerc jarang penipuan promo maen maen 😍😘,71
"aplikasi nya emang bagus, tapi jasa pengiriman nya yang tidak ngotak apalagi JNE 2 hari paket saya gak jalan jalan",3,2024-11-15 05:47:46,neutral,aplikasi nya emang bagu jasa pengiriman nya ngotak jne paket gak jalan jalan,114
murah,5,2024-11-15 05:42:13,positive,murah,5
Kalo kita komplain kenapa mesti bayar ..lawak anjay 🤣 Masih bagus apk belanja yang Oren dari pada ini,1,2024-11-15 05:30:25,negative,kalo komplain mesti bayar lawak anjay 🤣 bagu apk belanja oren,101
Wah barang gak sampe returnd aja lama prosesnya..trs kurir jg LM bgt beda SM tok tok CPT kurirnya Oren jg cepat..dan KLO ada komplinan Oren cepet bgt sih..rada kapok blnja di Tokopedia..untung barang murah coba KLO barang mahal bisa nangis sya,1,2024-11-15 04:54:30,negative,barang gak samp returnd aja prosesnyatr kurir jg lm bgt beda sm tok tok cpt kurirnya oren jg cepatdan klo komplinan oren cepet bgt sihrada kapok blnja tokopediauntung barang murah coba klo barang mahal nangi sya,243
"Promonya kadang ngaco pas di check out transaksi dibatalkan sistem, tolong dibenahi. Juga kurir rekomendasi terutama JNE yg kerjanya sangat lambat.",4,2024-11-15 04:51:55,positive,promonya kadang ngaco pa check out transaksi dibatalkan sistem tolong dibenahi kurir rekomendasi jne yg kerjanya lambat,147
mantap,5,2024-11-15 04:42:22,positive,mantap,6
pelayanan ok... terlalu sering minta update,4,2024-11-15 04:40:06,positive,pelayanan ok updat,43
baguus,5,2024-11-15 04:19:28,positive,baguu,6
semoga sj tokopedia bisa jafi ladang rejekai dan pahala,5,2024-11-15 03:26:21,positive,semoga sj tokopedia jafi ladang rejekai pahala,55
Produknya bagus bagus,5,2024-11-15 02:20:40,positive,produknya bagu bagu,21
"banyakin cod dong, biar gak ada pembatalan sistem lagi",4,2024-11-15 01:49:31,positive,banyakin cod biar gak pembatalan sistem,54
Mitra terbaik,5,2024-11-15 01:34:01,positive,mitra terbaik,13
Sangat membantu utk belanja keperluan yg di suka,5,2024-11-15 00:47:36,positive,membantu utk belanja keperluan yg suka,48
mantap,5,2024-11-15 00:41:28,positive,mantap,6
terimakasih toko pedia bonus ny bnyak sekali,5,2024-11-14 23:58:54,positive,terimakasih toko pedia bonu ny bnyak,44
"Aneh, harga yg terlihat murah. Tapi pas di klik malah jadi mahal. Misal kita lihat harga 99 rupiah, pas diklik jadi 52k. Aneh. Niat ngasih disc gk? Baru pertama sekali kalinya pake voucher, pas mau pake lagi malah ada notif anda sudah melebihi penggunaan voucher. Gila! Pengiriman lama pula",1,2024-11-14 23:58:37,negative,aneh harga yg murah pa klik mahal lihat harga rupiah pa diklik k aneh niat ngasih disc gk kalinya pake voucher pa pake notif melebihi penggunaan voucher gila pengiriman,290
Mantaaap komplit,5,2024-11-14 23:43:18,positive,mantaaap komplit,16
"bintang 2 soalnya lagi dapat discon banyak mala limid cod nya cuma 2 biji, 5lah min next update klo uda bisa cod 5 barang b5 deh janji!",2,2024-11-14 23:36:36,negative,bintang discon mala limid cod nya biji min next updat klo uda cod barang b deh janji,135
ok,5,2024-11-14 23:05:23,positive,ok,2
KEREN,5,2024-11-14 23:02:41,positive,keren,5
bagus,5,2024-11-14 22:57:00,positive,bagu,5
"Belanja di tokopedia seringkali di batalkan oleh sistem,cape cape ceckout dan bayar malah di malah dibatalin",3,2024-11-14 22:13:06,neutral,belanja tokopedia seringkali batalkan sistemcap cape ceckout bayar dibatalin,108
"Padahal saya pengguna baru, tapi kenapa voucher diskon 35.000 nya gak bbisa di pakai ya? Nggak ada juga di kupon saya nya?",2,2024-11-14 22:11:18,negative,pengguna voucher diskon nya gak bbisa pakai ya nggak kupon nya,122
tokopedia mantap,5,2024-11-14 22:03:49,positive,tokopedia mantap,16
bagus,5,2024-11-14 21:56:57,positive,bagu,5
"Layanan lambat , sistem selalu err. Ekspedisi yang dipilih selalu ekpedisi terburuk diindonesia ya itu SILEMOT(sicepat). Selama saya order di tokopedia berkali² selalu terlambat sampai. Dan kalau kita komplain tidak pernah ada respon.",1,2024-11-14 21:50:52,negative,layanan lambat sistem err ekspedisi dipilih ekpedisi terburuk diindonesia ya silemotsicepat order tokopedia berkali² terlambat komplain respon,234
"Sumpah yaaa kurirnya itu ngeselin bangettt !!, buat kalian hati² deh klo dapet promo trs cod gtu bisa² pesanan gak sampai pada tujuan, sedangkan di aplikasii sdh sampai dialamat tujuan pdhl sya ga merasa nerima pesanan itu!! padahal alamat sudah lengkap dan jelas tapi gak ada kabar apapun dr si kurir tiba² pas saya cek pesanan sudah di trima wahhh parah siii tokped harus lebihhh tegass lagi untuk mengatur oknum² yg kaya giniii udh bnyk korban nyaaa, untuk oknum² kurir di jakarta timurr hati².",1,2024-11-14 21:39:37,negative,sumpah yaaa kurirnya ngeselin bangettt hati² deh klo dapet promo tr cod gtu bisa² pesanan gak tujuan aplikasii sdh dialamat tujuan pdhl sya ga nerima pesanan alamat lengkap gak kabar apapun dr si kurir tiba² pa cek pesanan trima wahhh parah siii tokp lebihhh tegass mengatur oknum² yg kaya giniii udh bnyk korban nyaaa oknum² kurir jakarta timurr hati²,497
"Mahal bngt ongkir nya,apk nya gk jls",1,2024-11-14 21:36:37,negative,mahal bngt ongkir nyaapk nya gk jl,36
Gak jejas Percuma dpt promo 32rb giliran dipake pesanan uda 4hari gagal promo hilang ga bisa dipakai....,1,2024-11-14 21:29:34,negative,gak jeja dpt promo rb giliran dipak pesanan uda gagal promo hilang ga dipakai,104
MANTAP BANYAKIN DISKON YAA,5,2024-11-14 21:29:24,positive,mantap banyakin diskon yaa,26
"Yealah.. kenapa diskonnya harus pakai gopay sih?, Gak semua orang punya gopay, terlebih buat orang di kampung kampung yang jauh dari kota besar.",2,2024-11-14 21:25:55,negative,yealah diskonnya pakai gopay sih gak orang gopay orang kampung kampung kota,144
Dari dahulu. Saya suka Tokopedia,5,2024-11-14 21:25:12,positive,suka tokopedia,32
sangat bagus,5,2024-11-14 21:22:21,positive,bagu,12
Saya bru prtama kali menggunakan tokped.. luar biasa banyk bonusnya... ad free ongkir dan banyk disc lainnya,5,2024-11-14 21:19:08,positive,bru prtama kali tokp banyk bonusnya ad free ongkir banyk disc,108
Rekomendasi kurirnya kenapa mesti sicepat? Kurir si cepat daerah saya gak ada yang beres..Pakat gak pernah sampai..jadi males belanja di tokped akhrinya,5,2024-11-14 21:13:04,positive,rekomendasi kurirnya mesti sicepat kurir si cepat daerah gak berespakat gak sampaijadi male belanja tokp akhrinya,152
Bagus,5,2024-11-14 20:47:26,positive,bagu,5
thank,5,2024-11-14 20:46:39,positive,thank,5
mantap pokok nya gopay,5,2024-11-14 20:44:51,positive,mantap pokok nya gopay,22
Lumayan bagus,4,2024-11-14 20:40:29,positive,lumayan bagu,13
"Pengiriman lama menggunankan pelayanan tokopedia, udah pilih instan ga nyampe",1,2024-11-14 20:31:30,negative,pengiriman menggunankan pelayanan tokopedia udah pilih instan ga nyamp,77
"Toped, platform toko digital terbesar dan terdepan sistemnya, memudahkan konsumen memakai seluruh fasilitas bagi yg memenuhi syarat. Toped, Keren dan Top Abiz!",5,2024-11-14 20:30:22,positive,tope platform toko digit terbesar terdepan sistemnya memudahkan konsumen memakai fasilita yg memenuhi syarat tope keren top abiz,159
nyesel pake gopaylater melebihi rentenir,1,2024-11-14 20:25:30,negative,nyesel pake gopaylat melebihi rentenir,40
saya lihat kecepatan pengiriman nya dulu ya 😊,4,2024-11-14 20:19:27,positive,lihat kecepatan pengiriman nya ya 😊,45
Percuma menghubgi Tokopedia care. Pelayanan cs nya berbelit².,1,2024-11-14 20:17:33,negative,menghubgi tokopedia care pelayanan cs nya berbelit²,61
belum terkirim jgn minta pendapat dulu,3,2024-11-14 19:57:28,neutral,terkirim jgn pendapat,38
"Beli barang dipasang di etalase toko, udah bayar barang kosong duit diambil akun Tokopedia, ditarik ke rekening asli kena admin.",1,2024-11-14 19:51:32,negative,beli barang dipasang etalas toko udah bayar barang kosong duit diambil akun tokopedia ditarik reken asli kena admin,128
Sekarang gak bisa belanja personal vaporizer di android buruk sekali ikut2 toko Oren ...payah!!!,1,2024-11-14 19:45:28,negative,gak belanja person vapor android buruk toko oren payah,96
"Makin kesini toped layanan pengirimannya buruk sering lewat dari estimasi,gak ada perbaikan,gak ada no.kontak kurir yg bisa di hubungi,cs toped care nya juga gak ada yg bisa di hubungi semua pakai bot.....kecewa berat,sakit hati sangat....akan saya sampaikan semua ini ke teman² saya biar pada gak pake toped#uninstall kalo gak ada keseriusan utk di perbaiki",2,2024-11-14 19:38:23,negative,kesini tope layanan pengirimannya buruk estimasigak perbaikangak nokontak kurir yg hubung tope care nya gak yg hubungi pakai botkecewa beratsakit hati sangatakan teman² biar gak pake topeduninstal kalo gak keseriusan utk perbaiki,358
Mohon untuk versi terbaru 11.11 segera di fix bug nya saya menggunakan HP vivoY22 tidak bisa melakukan pembayaran Via go pay. Tetapi jika membayar lewat VA / tunai masih bisa,3,2024-11-14 19:33:52,neutral,mohon versi terbaru fix bug nya hp vivoy pembayaran via go pay membayar va tunai,174
sangat bermanfaat,5,2024-11-14 19:32:50,positive,bermanfaat,17
belanja sekali jadi ketagihan banyak promo nya mantap,5,2024-11-14 19:30:46,positive,belanja ketagihan promo nya mantap,53
"Sekarang tokopedia penjualnya sudah mulai banyak yang tidak sesuai yang di foto sama yang dikirim.., jadi mulai agak kecewa..., tolong dikoreksi lagi... bisa-bisa pelanggan pindah ke toko oren..",1,2024-11-14 19:30:41,negative,tokopedia penjualnya sesuai foto dikirim kecewa tolong dikoreksi bisabisa pelanggan pindah toko oren,194
good,5,2024-11-14 19:27:33,positive,good,4
"Untuk pihak tokped lebih bijak lagi dan dievaluasi lagi untuk pemilihan kurir rekomendasi, barang yang seharusnya 3 hari sampai jadi lebih lama, sampai seminggu contohhnya dari surabaya ke semarang paket berputar diwilayah itu dan berputar putar. Paket saling dilempar ke ekpedisi lain ke lainya yang sangat menghabiskan waktu. Mungkin perlu ada fitur baru yang bisa meratting jasa ekspedisi.",1,2024-11-14 19:20:18,negative,tokp bijak dievaluasi pemilihan kurir rekomendasi barang seminggu contohhnya surabaya semarang paket berputar diwilayah berputar putar paket dilempar ekpedisi lainya menghabiskan fitur merat jasa ekspedisi,392
Terbaik,5,2024-11-14 19:14:40,positive,terbaik,7
bagus,5,2024-11-14 19:02:58,positive,bagu,5
Rekomendasi banget...bagus,5,2024-11-14 19:00:11,positive,rekomendasi bangetbagu,26
Keren,5,2024-11-14 18:47:44,positive,keren,5
"Suka risi kalo udah dapat diskon 50% udah bayar tapi dibatalkan sistem, itu merugikan cuma bayar biaya admin meski gk seberapa tapi tetap rugi,",1,2024-11-14 18:22:20,negative,suka risi kalo udah diskon udah bayar dibatalkan sistem merugikan bayar biaya admin gk rugi,143
mantap,5,2024-11-14 18:10:56,positive,mantap,6
"Kurirnya lama, kalah sama shoope",1,2024-11-14 18:09:06,negative,kurirnya kalah shoop,32
Ok banget recoment,5,2024-11-14 18:08:48,positive,ok banget recoment,18
Testing,3,2024-11-14 17:58:45,neutral,test,7
"tingkatin lagi, biar mudah aksesnya",5,2024-11-14 17:57:50,positive,tingkatin biar mudah aksesnya,35
"Jualannya ini sangat amat g jelas,,mmasa harga 4500,begitu di klik beli berubah jd 20rb,trs dgn segala macam tambahan,jd 37rb,,lah!!! Lipet brp kali itu,",1,2024-11-14 17:49:32,negative,jualannya g jelasmmasa harga klik beli berubah jd rbtr dgn tambahanjd rblah lipet brp kali,153
Jadi takut beli karena takut dapat kurir jne. Padahal sdh di kota tujuan tp ga di kirim2. Nunggu semingguan baru di kirim. Hadeh....,1,2024-11-14 17:48:53,negative,takut beli takut kurir jne sdh kota tujuan tp ga kirim nunggu semingguan kirim hadeh,132
"aplikasi lumayan cepat, tidak lambat",5,2024-11-14 17:48:18,positive,aplikasi lumayan cepat lambat,36
Op,5,2024-11-14 17:43:13,positive,op,2
bagus sekali,5,2024-11-14 17:34:33,positive,bagu,12
Mantabs buat belanja...,5,2024-11-14 17:34:27,positive,mantab belanja,23
seneng ya banyak diskon,5,2024-11-14 17:27:24,positive,seneng ya diskon,23
Bagus,5,2024-11-14 17:25:36,positive,bagu,5
👍,5,2024-11-14 17:20:22,positive,👍,1
Udah batalkan pesanan alasan nya seller slow respon malah nunggu konfirmasi seller 4 hari pula nice buang2 waktu,1,2024-11-14 17:10:06,negative,udah batalkan pesanan alasan nya seller slow respon nunggu konfirmasi seller nice buang,112
Kemunduran aplikasi,1,2024-11-14 17:09:20,negative,kemunduran aplikasi,19
Tagihan paylater apa tidak bisa dirubah ke tanggal 5,1,2024-11-14 17:03:45,negative,tagihan paylat dirubah tanggal,52
Untuk posting video di Tokopedia lemmot banget. Beda dengan shopee dan titok semoga kedepannya di perbaiki sistemnya,3,2024-11-14 16:45:50,neutral,post video tokopedia lemmot banget beda shope titok semoga kedepannya perbaiki sistemnya,116
Jelek,1,2024-11-14 16:44:13,negative,jelek,5
"saya beli barang, berupa cemilan,ketika sampai paket saya berlubang seperti di gigit tikus, saya minta Refund dong, saya beli barang Harga Normal Rp.81.000 dapat diskon 56% menjadi Rp.36.800 jadi saya byar segitu, ketika Refund pengembalian dananya hanya 1% di karenakan kenak diskon barang sebesar Rp.36.432 sehingga untuk dana direfund senilai Rp.368 rupiah sungguh kecewa, dana gak kembali, barang gak dapat, itu juga bukan karena salah saya,tau gitu mending aku kasih tikus sekalian paketny😂",1,2024-11-14 16:42:51,negative,beli barang cemilanketika paket berlubang gigit tiku refund beli barang harga normal rp diskon rp byar segitu refund pengembalian dananya karenakan kenak diskon barang rp dana direfund senilai rp rupiah sungguh kecewa dana gak barang gak salah sayatau gitu mend kasih tiku paketny😂,495
tolong lebih diperhatikan lagi dan lebih selektif dalam memasukan seller agar bisa lebih baik dan jujur dalam berjualan dan tingkatkan lagi utk layanan pelanggan agar lebih cepat merespon,2,2024-11-14 16:31:43,negative,tolong diperhatikan selektif memasukan seller jujur berjualan tingkatkan utk layanan pelanggan cepat merespon,187
"terlalu banyak biaya tambahan, perihal pengiriman dan voucher gak sebagus dulu",4,2024-11-14 16:26:19,positive,biaya tambahan perih pengiriman voucher gak sebagu,78
Jika terjadi retur barang itu saldo Kembali nya lama ... Jadi akan sulit untuk orang kalangan bawah,1,2024-11-14 16:25:28,negative,retur barang saldo nya sulit orang kalangan,99
Bagus,5,2024-11-14 16:23:47,positive,bagu,5
bagus,5,2024-11-14 16:12:23,positive,bagu,5
aplikasinya bagus tapi entah kenapa masih ada ajh tukang tipu di toped,4,2024-11-14 16:02:47,positive,aplikasinya bagu ajh tukang tipu tope,70
"Toped sayangku cintaku🥰 jangan bosen bosen untuk ngasih voucher ke user tiap bulan, love you toped😽👉🏻👈🏻 untuk gratis ongkir please adain untuk milih kurir selain kurir rekomendasi pleaseee, tapi kalau diganti tetep gratis ongkir gitu... oke toped🥰 please terima keinginanku",5,2024-11-14 16:01:22,positive,tope sayangku cintaku🥰 bosen bosen ngasih voucher user love you toped😽👉🏻👈🏻 grati ongkir pleas adain milih kurir kurir rekomendasi pleasee diganti tetep grati ongkir gitu oke toped🥰 pleas terima keinginanku,273
"Mending expedisinya jangan pake ID Xpres dah, gak propesional kurirnya, masa beberapa kali pesen nyasar terus",1,2024-11-14 15:59:57,negative,mend expedisinya pake id xpre dah gak propesion kurirnya kali pesen nyasar,109
"Habis melakukan pembayaran tp toko sudah tidak beroperasi,, Saya ajukan pembatalan krna toko sudah tidak beroperasi,tp pembatalan harus nunggu persetujuan toko,, Maksudnya gimana? Toko pedia tidak memuaskan",1,2024-11-14 15:50:05,negative,habi pembayaran tp toko beroperasi ajukan pembatalan krna toko beroperasitp pembatalan nunggu persetujuan toko maksudnya gimana toko pedia memuaskan,206
Pengiriman lama banget astaga... Pakai 'si gesit' tapi lamban banget wkwk,2,2024-11-14 15:31:28,negative,pengiriman banget astaga pakai si gesit lamban banget wkwk,73
Aplikasi nya sigma skibidi banget,5,2024-11-14 15:29:07,positive,aplikasi nya sigma skibidi banget,33
mantap,5,2024-11-14 15:23:41,positive,mantap,6
"apk lolot anjir, katanya dpt diskon gratis ongkir pas udh dateng ongkirnya ga gratis, bikin saya di marahin ibu, saya marah bngttttttt!!!! sebell!!!!!",1,2024-11-14 15:15:33,negative,apk lolot anjir dpt diskon grati ongkir pa udh dateng ongkirnya ga grati bikin marahin marah bngttttttt sebel,150
"Sudah bagus semua, cuma terlalu banyak biaya. 👍👍👍👍",5,2024-11-14 15:05:04,positive,bagu biaya 👍👍👍👍,50
Bagus sekali,4,2024-11-14 14:55:14,positive,bagu,12
Sangat membantu mencari barang yg dibutuhkan,5,2024-11-14 14:49:11,positive,membantu mencari barang yg dibutuhkan,44
"Kalo gabisa bekerja sama dengan baik dalam pengirimam barang, mending tutup ajalah apk-nya, GAK JELAS..!!!",1,2024-11-14 14:48:42,negative,kalo gabisa pengirimam barang mend tutup ajalah apknya gak,106
Sinyal kurang bagus,5,2024-11-14 14:42:41,positive,sinyal bagu,19
biasa aja,3,2024-11-14 14:37:16,neutral,aja,9
mantap tokped banyak diskon,5,2024-11-14 14:32:12,positive,mantap tokp diskon,27
Woy kontolll hasil penjualan saya saldo nya kenapa selalu di tahan ?,1,2024-11-14 14:28:34,negative,woy kontoll hasil penjualan saldo nya tahan,68
oke,4,2024-11-14 14:09:40,positive,oke,3
bagussss,5,2024-11-14 14:07:23,positive,bagussss,8
setelah di update malah jadi lemot,3,2024-11-14 14:07:23,neutral,updat lemot,34
good market online,5,2024-11-14 13:52:28,positive,good market onlin,18
Kenapa hampir semua barang gabisa cod?,5,2024-11-14 13:42:48,positive,barang gabisa cod,38
toko pedia bgs pelayanan nya dan cepet bantu bg pembeli yg bermasalh,5,2024-11-14 13:30:12,positive,toko pedia bg pelayanan nya cepet bantu bg pemb yg bermasalh,68
"nahh gituu dongg, dari kemaren laporan hasilnya muter"" doang gak bisa"", akhirnya nemu titik terangnya",5,2024-11-14 13:25:10,positive,nahh gituu dongg kemaren laporan hasilnya muter doang gak nemu titik terangnya,101
PENGIRIMAN GRATIS ONGKIR NYA LAMAAAAAAAAAAA SEKALI🤦‍♀️,1,2024-11-14 13:21:32,negative,pengiriman grati ongkir nya lamaaaaaaaaaaa sekali🤦‍♀️,54
"CFS tidak berguna. ingin live chat saja tidak di respon. jawaban sistem itu jawaban umum, yg saya butuhkan itu jawaban dari CS langsung, apa dan bagaimana dia menjawab. lebih fast respon CS SHOPPE kalo masalah live chat.",1,2024-11-14 13:17:32,negative,cf berguna live chat respon sistem yg butuhkan cs langsung fast respon cs shopp kalo live chat,220
pelayanan tokopedia care sangat membantu konsumen,5,2024-11-14 13:05:17,positive,pelayanan tokopedia care membantu konsumen,49
"JANGAN Gopay Pinjam atau GoPayLater, neror terus. Mending shopee. Telat sebulan ge asal kita memang ada halangan dan membayar dengan di cicilpun ga bakal di teror. Hati2 kawan. Gojek dan tokopedia itu kerjasama sama Findaya, ngakunya verif OJK tapi nagih kaya Pinjol Ilegal, tiap menit di chat, kontak lu pun di hubungin semua",1,2024-11-14 13:03:10,negative,gopay pinjam gopaylat neror mend shope telat sebulan ge halangan membayar cicilpun ga teror hati kawan gojek tokopedia kerjasama findaya ngakunya verif ojk nagih kaya pinjol ileg menit chat kontak lu hubungin,326
bagus,4,2024-11-14 12:50:14,positive,bagu,5
Jelek nya di tokopedia gak bisa mencantumkan Nomer kurir ketika kita di luar rumah/No hp kita salah... tidak bisa kontak kurir,3,2024-11-14 12:31:08,neutral,jelek nya tokopedia gak mencantumkan nomer kurir rumahno hp salah kontak kurir,126
"Iklan Tokopedia selalu muncul di layar hp saya, saya tidak suka iklan Tokopedia ini. Hapus dr layar hp saya",1,2024-11-14 12:22:15,negative,iklan tokopedia muncul layar hp suka iklan tokopedia hapu dr layar hp,107
"Catatan untuk tokopedia.. Cara kerja TOKPed yg bisa filter barang yg djual oleh penjual Ori atau tidak itu bagus sekali..mmberikan kesan bahwa Tokped yg eksklusive hanya menjual barang2 berkualitas..namun harus menjadi catatan bahwa harus dlakukan nya evaluasi thd rekanan peyedia jasa ekspedisi,kompeten atau tidak..expedisi dengan performa buruk harus d evaluasi atau dhentikan kerjasamanya..jangan sampai merugikan image tokped di masyarkt pegguna Tokped...",5,2024-11-14 12:21:02,positive,catatan tokopedia kerja tokp yg filter barang yg djual penjual ori bagu sekalimmberikan kesan tokp yg eksklus menjual barang berkualitasnamun catatan dlakukan nya evaluasi thd rekanan peyedia jasa ekspedisikompeten tidakexpedisi performa buruk d evaluasi dhentikan kerjasamanyajangan merugikan imag tokp masyarkt pegguna tokp,460
makin top dengan gratis ongkir nya🫰,5,2024-11-14 12:16:05,positive,top grati ongkir nya🫰,35
senang banget belanja di Tokopedia sangat membantu banget,5,2024-11-14 12:07:13,positive,senang banget belanja tokopedia membantu banget,57
Kami sangat puas dgn pelayanan Tokopedia,5,2024-11-14 11:58:34,positive,pua dgn pelayanan tokopedia,40
Delivery tepat waktu,5,2024-11-14 11:49:37,positive,deliveri,20
Bagus,5,2024-11-14 11:35:38,positive,bagu,5
"ini bagaimana ya kok bisa kode verifikasi bisa masuk tpi sya ngak daftar apa lagi masukan nomor sya,, jadi tolong pihak yg bertanggung jawab tolong jgn diacc karna itu bkn sya",1,2024-11-14 11:30:04,negative,ya kode verifikasi masuk tpi sya ngak daftar masukan nomor sya tolong yg bertanggung tolong jgn diacc karna bkn sya,175
Hp baru dianggep hp lama,1,2024-11-14 11:29:56,negative,hp dianggep hp,24
saya sangat bangga dg adanya tokopedia ini hargqnya sangat murah dan berkualitas tetap amanah dan sukses buqt tokopedia 🥰👍,5,2024-11-14 11:25:41,positive,bangga dg tokopedia hargqnya murah berkualita amanah suks buqt tokopedia 🥰👍,122
Terlalu banyak iklan ganggu komunikasi,2,2024-11-14 11:07:44,negative,iklan ganggu komunikasi,38
"Tokopedia mantapppp, g ada obat",5,2024-11-14 11:07:44,positive,tokopedia mantapppp g obat,31
"mantap Tokopedia biar bintang yang berbicara, di tambah Vocer nya banyak keren tingkat kan lagi",5,2024-11-14 11:03:21,positive,mantap tokopedia biar bintang berbicara vocer nya keren tingkat,95
mantep diskon y,5,2024-11-14 10:59:36,positive,mantep diskon y,15
hanya minta tolong pelayanannya dipercepat. pertanyaannya dipersingkat agar mudah terhubung dengan CS. untk segala promo dll sangat bagus terimakasih Tokopedia,5,2024-11-14 10:57:33,positive,tolong pelayanannya dipercepat pertanyaannya dipersingkat mudah terhubung cs untk promo dll bagu terimakasih tokopedia,159
bagus banget sangat membantu,5,2024-11-14 10:53:11,positive,bagu banget membantu,28
mantap,5,2024-11-14 10:23:44,positive,mantap,6
good,5,2024-11-14 10:18:22,positive,good,4
susah mendapatkan reward diberikan,1,2024-11-14 10:10:54,negative,susah reward,34
Di batal kan sistem😃,1,2024-11-14 10:05:49,negative,batal sistem😃,20
adakan lagi pengiriman next day min jangan dihapus!!,2,2024-11-14 09:45:34,negative,adakan pengiriman next day min dihapu,52
Sekarang apk toko pedia ongkirnya mahal mahal kenapa ya????,3,2024-11-14 09:43:26,neutral,apk toko pedia ongkirnya mahal mahal ya,59
"ptaktis no ribet, mantab....👍👍👍",5,2024-11-14 09:40:57,positive,ptakti no ribet mantab👍👍👍,31
bagus cepat responya,5,2024-11-14 09:38:18,positive,bagu cepat responya,20
"Memuaskan, pertahankan dan tingkatkan layanan terus",5,2024-11-14 09:08:01,positive,memuaskan pertahankan tingkatkan layanan,51
"penjual buruk, dan pelayanannya buruk, barang lama datang dan sesi komplen sangat lama👎",3,2024-11-14 09:05:41,neutral,penjual buruk pelayanannya buruk barang sesi komplen lama👎,87
