content,score,at,sentiment,processed_content
"banyak yg kena tipu dari seller"" ditokopedia, tokopedia juga gak ada tindakan tegas yang berarti, malah membiarkan seller seller nakal merajalela. Uang hilang, barang gak dapat. Deleting this app forever!",1,2024-11-23 09:46:02,negative,yg kena tipu seller ditokopedia tokopedia gak tindakan membiarkan seller seller nakal merajalela uang hilang barang gak delet thi app forev
"KECEWA BGT SAMA PENGIRIMAN EKSPEDISI REKOMENDASI,LAMBAT BGT DIKIRIM KE TUJUAN.KOMPLEN TOKOPEDIA CARE JG RESPON ROBOT. INVESTIGASI MULU JAWABNYA. HADEEEHHHH.",1,2024-11-23 09:44:15,negative,kecewa bgt pengiriman ekspedisi rekomendasilambat bgt dikirim tujuankomplen tokopedia care jg respon robot investigasi mulu hadeeehhhh
bagus,5,2024-11-23 09:36:09,positive,bagu
E-commerce paling cacat dan nipu...gagal kirim uang pembeli malah d potong semoga hancur dan para pegawainya kena azab..gk rela uang gua d potong ku tuntut sampe akhirat,1,2024-11-23 09:35:59,negative,ecommerc cacat nipugag kirim uang pemb d potong semoga hancur pegawainya kena azabgk rela uang gua d potong ku tuntut samp akhirat
"Harap hapus layanan kurir rekomendasi,,udah itu aja",1,2024-11-23 09:28:04,negative,harap hapu layanan kurir rekomendasiudah aja
luar biasa berguna,5,2024-11-23 09:21:38,positive,berguna
"Parah tokped mau belanja dipersulit, saldo gopay saya ga bisa dipakai, menu pembayaran cuma gopay later dan bca virtual. Menu bantuan ga bisa dibuka.",1,2024-11-23 09:17:42,negative,parah tokp belanja dipersulit saldo gopay ga dipakai menu pembayaran gopay later bca virtual menu bantuan ga dibuka
mantab sekali,5,2024-11-23 08:44:40,positive,mantab
Sangat bermanfaat,5,2024-11-23 08:16:18,positive,bermanfaat
yuk belanja di Tokopedia,5,2024-11-23 08:06:31,positive,yuk belanja tokopedia
"Baru kali ini belanja di toko pedia berasa di permainkan,pesan dari tgl 9 tgl 11 di jakarta, keterangan pakan akan di kirim ke penerima, dengan kurir ANTER AJA,dan sampai sekarang tgl 23 paket saya cuma muter2 di jakarta timur dan ujung 2 nya di retur dengan alasan penerima tidak merasa memesan !!!! .gila juga dan saya komplain untuk pengembalian dana, sampai sekarang belum di proses,KAPOK SAYA!!",1,2024-11-23 08:00:33,negative,kali belanja toko pedia berasa permainkanpesan tgl tgl jakarta keterangan pakan kirim penerima kurir anter ajadan tgl paket muter jakarta timur ujung nya retur alasan penerima memesan gila komplain pengembalian dana proseskapok
mantap dan mudah👍👍,5,2024-11-23 07:54:07,positive,mantap mudah👍👍
"Aplikasinya berat sekali, scroll-scroll beberapa menit HP mendadak bengong. Apalagi saat beli pulsa, aduuuhh. Beda dengan si Oren, fitur lebih banyak, buat livestreaming dll tapi ga bikin HP bengong.",1,2024-11-23 07:48:59,negative,aplikasinya berat scrollscrol menit hp mendadak bengong beli pulsa aduuuhh beda si oren fitur livestream dll ga bikin hp bengong
Alhamdulillah bagus,5,2024-11-23 07:40:20,positive,alhamdulillah bagu
menarik promonya,5,2024-11-23 07:28:58,positive,menarik promonya
10-10 11-11 ada promo buat apa ada promo kalo gk bisa dipake😂,1,2024-11-23 07:25:15,negative,promo promo kalo gk dipake😂
"sejak update versi terbaru,aplikasi nya skrg gampang lemot,tiba"" aplikasi tdk merespon,suka keluar dari aplikasi sendiri.",2,2024-11-23 07:15:30,negative,updat versi terbaruaplikasi nya skrg gampang lemottiba aplikasi tdk meresponsuka aplikasi
"Bayar token listrik via ovo, saldo sudah terpotong transaksi gagal tiba"" Dan tidak masuk dalam transaksi gagal maupun refund. Lapor ke CS cma minta menunggu bbrp hari. Yg error di situ kok saya yg rugi uang saya tertahan. Payah.",1,2024-11-23 06:48:44,negative,bayar token listrik via ovo saldo terpotong transaksi gagal masuk transaksi gagal refund lapor cs cma menunggu bbrp yg error situ yg rugi uang tertahan payah
"Menyenangkan belanja d toko pedia,, banyak gratis ongkir dan diskon",5,2024-11-23 06:27:23,positive,menyenangkan belanja d toko pedia grati ongkir diskon
kebijakan kurir rekomendasi cuma bikin paket sampai lebih lama. aneh. oper sana oper sini.,1,2024-11-23 06:14:42,negative,kebijakan kurir rekomendasi bikin paket aneh oper oper
sangat puas,5,2024-11-23 06:14:09,positive,pua
"tolong diperhatikan lagi kurirnya sering bermasalah yg menyebabkan pesanan ruksak/ bermasalah,dan lama sampainya",1,2024-11-23 05:54:08,negative,tolong diperhatikan kurirnya bermasalah yg menyebabkan pesanan ruksak bermasalahdan sampainya
Banyak yang menggunkan lokasi palsu.,2,2024-11-23 04:55:15,negative,menggunkan lokasi palsu
e-commerce terbaik,5,2024-11-23 03:45:57,positive,ecommerc terbaik
Tokopedia mantap belanja disini,5,2024-11-23 03:28:29,positive,tokopedia mantap belanja
"Udah plus tapi g bisa pake gratis ongkir 👎👎👎👎👎 Parah beli pulsa 10 ribu di apk tertulis 10500 eh pas di bayar pake virtual bank malah jadi 11500 , penipuan bjiir 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,2024-11-23 02:48:45,negative,udah plu g pake grati ongkir 👎👎👎👎👎 parah beli pulsa ribu apk tertuli eh pa bayar pake virtual bank penipuan bjiir 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
"Maaf jadi bintang satu , pesanan saya di retur tiba tiba oleh sicepat dan retur uang nya ga balik,proses hampir sebulan ga beres beres 😭",1,2024-11-23 02:32:09,negative,maaf bintang pesanan retur sicepat retur uang nya ga balikpros sebulan ga bere bere 😭
pokoknya mantap,5,2024-11-23 01:52:15,positive,pokoknya mantap
Gak bisa cod untuk pengguna baru pasti bingung,1,2024-11-23 01:45:39,negative,gak cod pengguna bingung
ya Allah tokped mau dapet free ongkir aja susah banget kurir ekspedisinya lambat suwe buruk saya kalo di tempat lain jual roko mending beli di tempat lain !,1,2024-11-23 01:18:43,negative,ya allah tokp dapet free ongkir aja susah banget kurir ekspedisinya lambat suw buruk kalo jual roko mend beli
Buruk sekali sistem operasi,2,2024-11-23 01:16:29,negative,buruk sistem operasi
Alhamdulillah.. banyak Konsumen sadar buruk ny tokped . Semoga konsumen lain segera menyusul.. KLO ada Nol Bintang gua pilih NOL bintang buat pelayan CS robot nya,1,2024-11-23 00:13:16,negative,alhamdulillah konsumen sadar buruk ny tokp semoga konsumen menyusul klo nol bintang gua pilih nol bintang pelayan cs robot nya
tokony amanah,5,2024-11-23 00:13:08,positive,tokoni amanah
"Drop shipper tolong hapus aja lah Merugikan pembeli,",2,2024-11-23 00:07:18,negative,drop shipper tolong hapu aja merugikan pemb
"Aplikasi sampah, merugikan penjual",1,2024-11-23 00:05:59,negative,aplikasi sampah merugikan penjual
"Pembatalan untuk belanja kita mengapa harus menunggu penjualan/reseller? Tanggapi. sementara mereka aktif 50an menit yang lalu dan saya telah melakukan pembatalan 3 jam yang lalu apa maksudnya itu. Ternyata ribet di sini mending di sebelah pembatalan tergantung pembeli. Batal ya duit langsung kembali Disni batal saja susah. Mending tik tok. Pembatalan mudah, asli",1,2024-11-22 23:34:26,negative,pembatalan belanja menunggu penjualanresel tanggapi aktif an menit pembatalan jam maksudnya ribet mend sebelah pembatalan tergantung pemb batal ya duit langsung disni batal susah mend tik tok pembatalan mudah asli
"Kan saya bilang kl saya SUDAH CHAT KE CS TAPI YANG JAWAB ROBOT TERUS. Tanya ke CS tp yg jawab robot terus. Ga ada solusi sama sekali padahal saya hanya punya satu akun dan tidak melanggar S&K tp tiba"" terdeteksi pelanggaran S&K Saya butuh solusi yg tepat bukan teks panjang lebar tp tidak ada solusi! Saya kecewa dengan aplikasi ini, dulu bagus sekarang makin menurun.",1,2024-11-22 23:10:41,negative,bilang kl chat cs robot cs tp yg robot ga solusi akun melanggar sk tp terdeteksi pelanggaran sk butuh solusi yg tek lebar tp solusi kecewa aplikasi bagu menurun
Sangat Membantu Kami,5,2024-11-22 22:55:58,positive,membantu
"udah 2 kali top up etoll pake tokped. saldo rekening udah kesedot, tapi dicek saldo etollnya ga masuk. dan berhasil masuk pake blibli dan shopee. lama2 tak hapus loh ya tokped dari hapeku!",1,2024-11-22 22:41:22,negative,udah kali top up etol pake tokp saldo reken udah kesedot dicek saldo etollnya ga masuk berhasil masuk pake blibli shope hapu loh ya tokp hapeku
Makin sering pakai Tokopedia makin lama pengiriman nya dan ongkir juga makin naik.. Kacau benar.. Paket belum sampai-sampai. Makek Tokopedia enak nya sekali pakek habis itu uninstall. Makin malas ni makek Tokopedia.,1,2024-11-22 22:11:27,negative,pakai tokopedia pengiriman nya ongkir kacau paket sampaisampai makek tokopedia enak nya pakek habi uninstal mala ni makek tokopedia
Tolong dong bisain untuk pembayaran tokped ke kredivo tanpa penyambungan kartu kredit biar mudah ajah,5,2024-11-22 22:09:54,positive,tolong bisain pembayaran tokp kredivo penyambungan kartu kredit biar mudah ajah
Belum tauu uji coba dulu,5,2024-11-22 21:50:29,positive,tauu uji coba
Toped mahal... Masih mending si oranye bnyk promonya,1,2024-11-22 21:40:16,negative,tope mahal mend si orany bnyk promonya
Thololl aplikasi Ra jelass,1,2024-11-22 21:39:11,negative,tholol aplikasi ra jelass
Sangat buruk,1,2024-11-22 21:17:59,negative,buruk
siiipp,5,2024-11-22 20:56:55,positive,siiipp
banyak diskon,5,2024-11-22 20:56:20,positive,diskon
"Ongkirnya gila sih, jauh lebih murah toko orange. Un instal lah apk kyak rentenir. Selisih pengiriman sampai ratusan ribu, gile bener 🤦",1,2024-11-22 20:51:25,negative,ongkirnya gila sih murah toko orang un instal apk kyak rentenir selisih pengiriman ratusan ribu gile bener 🤦
Semenjak ada kurir rekomendasi jadi banyak masalah di toko saya.. mana j&t tidak mau pick up gerai jg tutupnya cpt. belum paket hilang atau rusak tdk prnh ada respon jadi males buka toko di sini pdahal udah ramee toko saya,1,2024-11-22 20:45:52,negative,semenjak kurir rekomendasi toko jt pick up gerai jg tutupnya cpt paket hilang rusak tdk prnh respon male buka toko pdahal udah rame toko
Tokopedia sekarang sampai pesanan diluarnaral.padahal pesanan y sdah di bayar melalui toko kasir.entah kapan pesanan sampai ke alamat.padahal pesan barang dari medan ke labuhan batu sampai 10 harian belum juga sampai ke alamat aplikasi udah gk becus meding belanja di lazada & sophee pitur y bagus bisa cod cepat pengiriman ya sampai.maaf saya kasih.Bintang 1 aja dulu.soal makin di perbaruhi makin lelet aplikasi y.padahan jaringan sdah pull.dulu pitur bagus.lancar gak lelet.tolong di perbaiki,1,2024-11-22 20:31:34,negative,tokopedia pesanan diluarnaralpadah pesanan y sdah bayar toko kasirentah pesanan alamatpadah pesan barang medan labuhan batu harian alamat aplikasi udah gk becu mede belanja lazada sophe pitur y bagu cod cepat pengiriman ya sampaimaaf kasihbintang aja duluso perbaruhi lelet aplikasi ypadahan jaringan sdah pulldulu pitur baguslancar gak lelettolong perbaiki
istimewah,5,2024-11-22 20:25:25,positive,istimewah
Knp ya ga ada fitur live chat CS kaya si oren?,1,2024-11-22 20:17:44,negative,knp ya ga fitur live chat cs kaya si oren
Tokopedia terbaik,5,2024-11-22 20:16:54,positive,tokopedia terbaik
top,5,2024-11-22 20:15:13,positive,top
baru punya app ini ternyata banyak harga kejutaan😍😍,5,2024-11-22 20:02:43,positive,app harga kejutaan😍😍
"sudah langganan plus, pakai vocer yg katanya bisa ditumpuk dengan gratis ongkir pelanggan plus, nyatanya tidak bisa pakai 2 vocer, enak yg dulu. maaf sudah nda mau lagi belanja disni sebelum dikembalikan seperti dlu.",1,2024-11-22 20:01:24,negative,langganan plu pakai vocer yg ditumpuk grati ongkir pelanggan plu pakai vocer enak yg maaf nda belanja disni dikembalikan dlu
semoga makin di permudah proses nya,5,2024-11-22 19:56:41,positive,semoga permudah prose nya
tokped mantap,5,2024-11-22 19:53:08,positive,tokp mantap
BELANJA PAKE PROMO SELALU KENA PEMBATALAN OTOMATIS OLEH SISTEM. ANEHHHHHHHHHHHHHH CACAAAAAT,1,2024-11-22 19:49:42,negative,belanja pake promo kena pembatalan otomati sistem anehhhhhhhhhhhhhh cacaaaaat
mantap,5,2024-11-22 19:44:31,positive,mantap
cs slow respon.. layanan expedisi gk jelas suka error,1,2024-11-22 19:39:41,negative,cs slow respon layanan expedisi gk suka error
mantap,5,2024-11-22 19:23:48,positive,mantap
"Pengiriman lama,kalo di bandingkan dengan shopee. Komplain soal paket rusak, pelayanan tidak membantu sama sekali.",1,2024-11-22 19:19:34,negative,pengiriman lamakalo bandingkan shope komplain paket rusak pelayanan membantu
"Bagus banget pokonya, banyak banget barang yang murah dan paket nya pun cepat dateng nya",5,2024-11-22 19:17:05,positive,bagu banget pokonya banget barang murah paket nya cepat dateng nya
"menurut saya tokopedia ongkir nya mahal"" banget😭😭",1,2024-11-22 18:53:21,negative,tokopedia ongkir nya mahal banget😭😭
Mantap,5,2024-11-22 18:51:44,positive,mantap
Terimakasih tokopedia sangat membantu kami,5,2024-11-22 18:50:39,positive,terimakasih tokopedia membantu
Pelit sama voucher,1,2024-11-22 18:50:17,negative,pelit voucher
"Makin lama makin ga bener ni tokped.. Masa Kurir rekomendasi nya malah dipakein yg paling lama sampe nya, mending pake toke oren aja dahh.. Nyesel belanja dimari..",1,2024-11-22 18:50:12,negative,ga bener ni tokp kurir rekomendasi nya dipakein yg samp nya mend pake toke oren aja dahh nyesel belanja dimari
"pelayanan payah, kurir tidak diawasi dengan baik",1,2024-11-22 18:49:25,negative,pelayanan payah kurir diawasi
Tdk bisa pilih metode pembayaran,5,2024-11-22 18:35:12,positive,tdk pilih metod pembayaran
Sesuai dengan Gambar Di toko nya,5,2024-11-22 18:16:04,positive,sesuai gambar toko nya
good baybe,5,2024-11-22 18:14:07,positive,good bayb
"Aplk hancur,, masa pake promo di banned... Mending gak usah ngadain promo",1,2024-11-22 18:11:51,negative,aplk hancur pake promo ban mend gak ngadain promo
mantapp kali,5,2024-11-22 18:01:21,positive,mantapp kali
mudah dan tidak bertele2,5,2024-11-22 18:00:29,positive,mudah bertel
respon cepat,5,2024-11-22 17:44:36,positive,respon cepat
sangattt puasss dan banyak promoo,5,2024-11-22 17:36:15,positive,sangattt puasss promoo
Bagus aplikasi belanja banyak voucher banyak gratis ongkir serba murah buruan install di jamin banyak promonya,5,2024-11-22 17:20:11,positive,bagu aplikasi belanja voucher grati ongkir serba murah buruan instal jamin promonya
"Mengenai keluhan dari konsumen sangat slow respon,penjual juga slow respon minta dibalikin dana",1,2024-11-22 17:13:56,negative,keluhan konsumen slow responpenju slow respon dibalikin dana
untuk saat ini belum menemukan kendala apapun di toko hijau ini,5,2024-11-22 16:33:10,positive,menemukan kendala apapun toko hijau
"Makin lama kok makin ayah ini tokopedia, dia yang kasih promo tapi dia sendiri yang gagalin sistem, pake gopay cicil, pake kupon tapi gagal terus, ga jelas bener tokopedia skr, mendingan pindah belanja ke shopee aja lah. Di sini ga jelas rata2 promo kupon diskon PENIPUAN, ga sesuai dengan S&K",1,2024-11-22 16:17:38,negative,ayah tokopedia kasih promo gagalin sistem pake gopay cicil pake kupon gagal ga bener tokopedia skr mendingan pindah belanja shope aja ga promo kupon diskon penipuan ga sesuai sk
mantap,5,2024-11-22 16:09:40,positive,mantap
mantap,5,2024-11-22 16:06:50,positive,mantap
mantap,5,2024-11-22 16:02:55,positive,mantap
proses sangat simple aku suka,5,2024-11-22 16:01:05,positive,prose simpl suka
bagus banget full senyum,5,2024-11-22 15:52:54,positive,bagu banget full senyum
"Pihak toko pedia tidk bs menangani keluh kesah konsumen, krna keluhan gua tidk di tanggapi dg serius oleh pihak toko pedia",1,2024-11-22 15:40:03,negative,toko pedia tidk bs menangani keluh kesah konsumen krna keluhan gua tidk tanggapi dg seriu toko pedia
Bagus banget sekarang tokped pesanan ordernya kemarin datengnya hari ini keren,5,2024-11-22 15:39:48,positive,bagu banget tokp pesanan ordernya kemarin datengnya keren
sangat membantu,5,2024-11-22 15:33:04,positive,membantu
keren,5,2024-11-22 15:30:00,positive,keren
baguss bangt,5,2024-11-22 15:14:30,positive,baguss bangt
Verygoodseller,5,2024-11-22 15:13:26,positive,verygoodsel
mantap polll,5,2024-11-22 14:48:56,positive,mantap polll
"Gratis ongkir sih gratis ongkir, tapi jangan pake idexpress juga kali yg gak jelas pengirimannya, mana gda keterangannya kalo itu pake idexpress hufft.. di kota gw aja udah tutup. Trus ini paketan mandeg. Gw jadi waswas",1,2024-11-22 14:45:57,negative,grati ongkir sih grati ongkir pake idexpress kali yg gak pengirimannya gda keterangannya kalo pake idexpress hufft kota gw aja udah tutup tru paketan mandeg gw waswa
klo saya bilng terllu ribet apk nya gk sprti si orange bikin pusing apk nya apa mmg saya yg gk pernah gunakan jdi gk tau apk icon² nya tapi bagi saya agak ribet,2,2024-11-22 14:36:27,negative,klo bilng terllu ribet apk nya gk sprti si orang bikin puse apk nya mmg yg gk jdi gk tau apk icon² nya ribet
"mantap banget bnyk promo,toped baik",5,2024-11-22 14:20:22,positive,mantap banget bnyk promotop
Ini pengelolaan customer service robot semua apa tidak ada manusia. Sangat disayangkan bia terus begini. Dan penyelesaian pengiriman pun bisa sampai 7 hari. Tolong di percepat,2,2024-11-22 14:10:46,negative,pengelolaan custom servic robot manusia disayangkan bia penyelesaian pengiriman tolong percepat
Toped hanya jualan cangcimen.hampir separo nya toko kena pelanggaran.udah males kayanya nih bkanja disini.,2,2024-11-22 14:10:15,negative,tope jualan cangcimenhampir separo nya toko kena pelanggaranudah male kayanya nih bkanja
cepat dan terpercaya,5,2024-11-22 13:59:03,positive,cepat terpercaya
"Marketplace paling gila,tokpedcare lelet buangeeet Barang tidak sampai pada pembeli tapi status pesanan selesai bukti foto penerimanya sembarangan banget kaga jelas,hapus aja udah aplikasi kaya gini gak guna",1,2024-11-22 13:54:54,negative,marketplac gilatokpedcar lelet buangeeet barang pemb statu pesanan selesai bukti foto penerimanya sembarangan banget kaga jelashapu aja udah aplikasi kaya gini gak
sangat puas dengan pelayanan nya,5,2024-11-22 13:50:49,positive,pua pelayanan nya
"biasanya selalu ada promo/diskon sekarang udh lama ga ada lagi, pdhl apk tokped selalu jd andalan karna banyak diskon nya walaupun datang barang lama tetep beli di tokped. karna harga udh sm kaya yg sebelah jd pilih kesebelah deh banyak cashback dan lebih cepat Dateng barang dri kurir nya..",2,2024-11-22 13:46:43,negative,promodiskon udh ga pdhl apk tokp jd andalan karna diskon nya barang tetep beli tokp karna harga udh sm kaya yg sebelah jd pilih kesebelah deh cashback cepat dateng barang dri kurir nya
bagus,5,2024-11-22 13:43:27,positive,bagu
"Mantap kurir rekomendasinya, pengiriman slowmo paket hancur thank tokped.",1,2024-11-22 13:31:46,negative,mantap kurir rekomendasinya pengiriman slowmo paket hancur thank tokp
bagus,5,2024-11-22 13:24:50,positive,bagu
Aneh aplikasi sering keluar sendiri,1,2024-11-22 13:19:50,negative,aneh aplikasi
mantap,5,2024-11-22 12:59:13,positive,mantap
tetbaik,5,2024-11-22 12:57:48,positive,tetbaik
Sangat membantu untuk berbelanja online,5,2024-11-22 12:55:23,positive,membantu berbelanja onlin
"Aplikasi paling lucu, kirim pake ekspedisi yang terlambat sedunia (sicepat). Barang lebih dari seminggu ga sampe2. Padahal udah dikota tujuan",1,2024-11-22 12:45:38,negative,aplikasi lucu kirim pake ekspedisi terlambat sedunia sicepat barang seminggu ga samp udah dikota tujuan
belanja aman dan mudah,5,2024-11-22 12:42:40,positive,belanja aman mudah
good,4,2024-11-22 12:22:45,positive,good
puas me mudah kan aku blnja untuk keluarga,5,2024-11-22 12:12:03,positive,pua me mudah blnja keluarga
ok,5,2024-11-22 12:09:18,positive,ok
mantap,5,2024-11-22 11:56:22,positive,mantap
"pilihan terbaik , untuk belanja online",5,2024-11-22 11:43:38,positive,pilihan terbaik belanja onlin
"tokopedia care nya lama bgt, masalah blm teratasi udah diend, saya refund barang tapi duit saya blm direfund full, sekalian saya viralin deh toko nya, jangan beli makanan di tsaqib tako.",1,2024-11-22 11:43:26,negative,tokopedia care nya bgt blm teratasi udah diend refund barang duit blm direfund full viralin deh toko nya beli makanan tsaqib tako
bagus,5,2024-11-22 11:36:00,positive,bagu
👍😇,5,2024-11-22 11:33:40,positive,👍😇
mantapppp,5,2024-11-22 11:33:10,positive,mantapppp
bguss dpt promo trs,5,2024-11-22 11:24:39,positive,bguss dpt promo tr
Mantab 👍👍👍,5,2024-11-22 11:09:27,positive,mantab 👍👍👍
sangat bagus,5,2024-11-22 11:06:22,positive,bagu
Kalah sama toko oren 👎🏿,1,2024-11-22 10:46:20,negative,kalah toko oren 👎🏿
belanja aman,5,2024-11-22 10:42:28,positive,belanja aman
ok tok,5,2024-11-22 10:35:32,positive,ok tok
mantap,4,2024-11-22 10:35:13,positive,mantap
sangat membantu.top dah pokoknya,5,2024-11-22 10:21:21,positive,membantutop dah pokoknya
mantap,5,2024-11-22 10:21:13,positive,mantap
"Inilah cara curang tokopedia: penjual ditanya ttg persediaan barang dan dijawab ada, setelah dibayar penjual mengatakan barang habis.... pembeli tdk bisa membatalkan karena tdk alasan yg sesuai yg hrs dipilih. Sepertinya toped hanya mau menyalahkan pembeli saja. Curang oh curang....",1,2024-11-22 10:01:47,negative,curang tokopedia penjual ttg persediaan barang dibayar penjual barang habi pemb tdk membatalkan tdk alasan yg sesuai yg hr dipilih tope menyalahkan pemb curang oh curang
Iyaaa,5,2024-11-22 10:01:44,positive,iyaaa
TokopediaCare hanya sebuah robot yang tidak bisa memecahkan masalah. Dibuat pusing dengan perintah yang tidak ada di halaman yang dimaksud. Katanya diskusi tidak termasuk respon. Klik tombol untuk merespon. MASALAHNYA TOMBOL APA YANG DIKLIK. AMBIGU SEKALI JAWABANYA TUH ROBOT. MINIMAL PELERJAKAN BEBERAPA MANUSIA UNTUK MENJAWAB PERTANYAAN DI TOKOPEDIACARE. BUAT NUNGGU ROBOT SAJA BUTUH WAKTU 1 JAM 12 MENIT. PARAAAAAAH..,1,2024-11-22 09:49:46,negative,tokopediacar robot memecahkan puse perintah halaman diskusi respon klik tombol merespon tombol diklik ambigu jawabanya tuh robot minim pelerjakan manusia tokopediacar nunggu robot butuh jam menit paraaaaaah
keren,5,2024-11-22 09:39:51,positive,keren
serba mantap mulai dari promo aplikasi dan semua muanya,5,2024-11-22 09:23:47,positive,serba mantap promo aplikasi muanya
very good,5,2024-11-22 09:22:42,positive,veri good
"beresiko bila beli barang tapi tidak sesuai, sebab prosedur retur barang sangat sulit, hanya dilayani chatbot, tidak care dengan pembeli, mending beli di toko sebelah",1,2024-11-22 09:22:07,negative,beresiko beli barang sesuai prosedur retur barang sulit dilayani chatbot care pemb mend beli toko sebelah
"aplikasi makan duit orang,masa pembatalan dari sistem trus pemotongan ongkir kita yg tanggung.kan aneh",1,2024-11-22 09:18:28,negative,aplikasi makan duit orangmasa pembatalan sistem tru pemotongan ongkir yg tanggungkan aneh
mantap,5,2024-11-22 09:14:57,positive,mantap
sangat bagus,5,2024-11-22 09:10:12,positive,bagu
mantapp,5,2024-11-22 09:08:32,positive,mantapp
terimakasih toko online terpercaya 😀😀👍👍👍,5,2024-11-22 09:07:00,positive,terimakasih toko onlin terpercaya 😀😀👍👍👍
"Bad e-commerce ; selama saya pakai e-commerce tokped yg punya respon cs buruk. Bahkan dibalasnya by sistem, ditanya gak pernah dibalas,, barang hilang klaim lama banget. Mau klaim harus nunggu 5hr setelah tgl jatuh pengiriman , kapok.",1,2024-11-22 08:51:38,negative,bad ecommerc pakai ecommerc tokp yg respon cs buruk dibalasnya by sistem gak dibala barang hilang klaim banget klaim nunggu hr tgl jatuh pengiriman kapok
nyaman dipakai belanja,5,2024-11-22 08:50:05,positive,nyaman dipakai belanja
mantaap,5,2024-11-22 08:35:32,positive,mantaap
"Pemberi harapan palsu tokped potongan nya dah 3x dipakai ga bisa, PHP",1,2024-11-22 08:34:55,negative,pemberi harapan palsu tokp potongan nya dah x dipakai ga php
TOKOPEDIA ADALAH PILIHAN KAMI.. CERDAS DAN PROFESIONAL. TERIMA KASIH TOKOPEDIA SELALU BANYAK PELANGGAN NYA.,5,2024-11-22 08:34:32,positive,tokopedia pilihan cerda profesion terima kasih tokopedia pelanggan nya
ekspedisi nya doang namanya sicepat padahal lambat banget 🥴🥴,1,2024-11-22 08:10:46,negative,ekspedisi nya doang namanya sicepat lambat banget 🥴🥴
Boleh gak minta tolong banget buat admin Tokopedia Biar orang mau kredit hp di Tokopedia bisa kartu mana saja seperti contohnya BNI BRI CIMB niaga mandiri Bank Mega dll nya jangan gopay paylater doang biar enak kreditnya,5,2024-11-22 08:05:25,positive,gak tolong banget admin tokopedia biar orang kredit hp tokopedia kartu contohnya bni bri cimb niaga mandiri bank mega dll nya gopay paylat doang biar enak kreditnya
"Woghhhh ini malah Force close mulu, Perubahan2 tokopedia yang gencar akhir2 ini, malah serasa downgrade bukan up ˘ ºˇ ώκώЌώκ ˚•☺•˚ώκώЌώk",1,2024-11-22 08:03:02,negative,woghhhh forc close mulu perubahan tokopedia gencar serasa downgrad up ˘ ºˇ ώκώќώκ ˚•☺•˚ώκώќώk
"Ni aplikasi mo tutup ap ya? udh brapa kali Order pelayanan jauh lebih telattttt jgn kan pengiriman, nunggu DIPEROSES aja skrg lama, mo COD mo Cash sama aja pe 2 hari nunggu , blom lagi waktu pengiriman! Mohon diperbaiki 🙏",2,2024-11-22 07:50:46,negative,ni aplikasi mo tutup ap ya udh brapa kali order pelayanan telattttt jgn pengiriman nunggu diperos aja skrg mo cod mo cash aja pe nunggu blom pengiriman mohon diperbaiki 🙏
"apk kagak jelas,susah banget bikin pinnya,,",1,2024-11-22 07:40:17,negative,apk kagak jelassusah banget bikin pinnya
"Pesenan tidak sampai sesuai estimasinya padahal paket sudah dibayar,pengurusan nya juga ribet,apa LG pas d TLP kurir nya merasa nggk salah malah disuruh nunggu LG 7hari kerja menurut saya enggk banget pelayanan nya. Kapok saya belanja app ini.",1,2024-11-22 07:39:43,negative,pesenan sesuai estimasinya paket dibayarpengurusan nya ribetapa lg pa d tlp kurir nya nggk salah disuruh nunggu lg kerja enggk banget pelayanan nya kapok belanja app
Jangan pakai aplikasi ini. Kalo anda tidak ingin dirugikan. Karena saya kecawa saat menjual di Tokopedia. Barang rusak tidak ada tangung jawab nya.,1,2024-11-22 07:33:53,negative,pakai aplikasi kalo dirugikan kecawa menjual tokopedia barang rusak tangung nya
Top,5,2024-11-22 07:00:32,positive,top
Jangan jual atau beli di aplikasi ini. Saya pernah jualan di tokopedia. Barang yang dikirim rusak tidak ada tanggung jawab nya. Padahal semua sudah sesuai dengan prosedur kemas. Barang kembali dengan rusak dan saya kena ongkir,1,2024-11-22 06:28:03,negative,jual beli aplikasi jualan tokopedia barang dikirim rusak tanggung nya sesuai prosedur kema barang rusak kena ongkir
sangan fine,5,2024-11-22 05:29:32,positive,sangan fine
di banyak banyakin ya vocer belanja nya😁 semoga makin sukses👍,5,2024-11-22 05:14:20,positive,banyakin ya vocer belanja nya😁 semoga sukses👍
alhamdulillaah gratis ongkir,5,2024-11-22 05:04:35,positive,alhamdulillaah grati ongkir
"Voucher hanyalah ilusi.. pas payment langsung di batalakan pihak tokped.. Selalu begitu... jadi gak usah sok""an kasih voucher",1,2024-11-22 05:04:15,negative,voucher ilusi pa payment langsung batalakan tokp gak sokan kasih voucher
mantapppp,5,2024-11-22 04:06:52,positive,mantapppp
terjamin,5,2024-11-22 03:46:34,positive,terjamin
Perbanyak voucher diskonnya,5,2024-11-22 02:28:34,positive,perbanyak voucher diskonnya
mantap,5,2024-11-22 02:13:56,positive,mantap
Terbaik 100%,5,2024-11-22 02:02:40,positive,terbaik
mantap,5,2024-11-22 01:49:09,positive,mantap
hebat hemat,5,2024-11-22 00:38:27,positive,hebat hemat
